"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G780","2020-02-03 09:00:00","27.000","1.000","1.800","17.700","0.670","1018.800","","0.000","-99.000","-99.000","-99.000","17.800","","14.400",""
"C0C590","2020-02-03 09:00:00","72.000","40.000","1.000","18.700","0.720","1013.600","","0.000","-99.000","-99.000","-99.000","18.700","","12.900",""
"C0M790","2020-02-03 09:00:00","15.000","20.000","1.500","16.900","0.700","1019.500","","0.000","-99.000","-99.000","-99.000","16.900","","13.400",""
"C0R130","2020-02-03 09:00:00","1040.000","0.000","0.000","14.200","0.370","903.300","","0.000","-99.000","-99.000","-99.000","14.900","","10.700",""
"C0AH30","2020-02-03 09:00:00","755.000","136.000","3.900","16.800","0.920","936.800","","0.000","-99.000","-99.000","-99.000","16.900","","12.300",""
"C0X170","2020-02-03 09:00:00","50.000","359.000","1.000","17.900","0.710","1016.100","","0.000","-99.000","-99.000","-99.000","17.900","","11.800",""
"C0K291","2020-02-03 09:00:00","8.000","17.000","3.600","18.000","0.790","1021.700","","0.000","-99.000","-99.000","-99.000","18.000","","14.400",""
"C0D480","2020-02-03 09:00:00","223.000","0.000","0.000","16.000","0.860","995.500","","0.000","-99.000","-99.000","-99.000","16.000","","11.900",""
"C0F0C0","2020-02-03 09:00:00","983.000","0.000","0.200","13.700","0.580","910.500","","0.000","-99.000","-99.000","-99.000","13.700","","10.000",""
"C0U860","2020-02-03 09:00:00","5.000","108.000","1.000","20.800","0.710","1022.800","","0.000","-99.000","-99.000","-99.000","20.800","","14.000",""
"C0UA50","2020-02-03 09:00:00","808.000","127.000","3.500","13.700","0.950","930.900","","0.000","-99.000","-99.000","-99.000","13.700","","9.900",""
"C0T960","2020-02-03 09:00:00","120.000","167.000","0.300","15.500","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","15.500","","9.800",""
"C0SA80","2020-02-03 09:00:00","136.000","206.000","0.500","17.500","0.770","1007.900","","0.000","-99.000","-99.000","-99.000","17.500","","14.000",""
"C0E780","2020-02-03 09:00:00","160.000","114.000","0.700","18.000","0.650","1003.600","","0.000","-99.000","-99.000","-99.000","18.000","","11.300",""
"C0F9Q0","2020-02-03 09:00:00","149.000","260.000","1.000","16.900","0.730","1004.000","","0.000","-99.000","-99.000","-99.000","16.900","","12.900",""
"C0F9X0","2020-02-03 09:00:00","166.000","15.000","2.800","16.900","0.700","1002.700","","0.000","-99.000","-99.000","-99.000","16.900","","14.300",""
"C0F0D0","2020-02-03 09:00:00","3171.000","156.000","4.600","1.400","0.690","698.000","","0.000","-99.000","-99.000","-99.000","1.600","","-3.700",""
"C0S730","2020-02-03 09:00:00","110.000","86.000","1.700","19.600","0.730","1011.000","","0.000","-99.000","-99.000","-99.000","19.600","","18.000",""
"C0T790","2020-02-03 09:00:00","2830.000","257.000","1.000","6.900","0.530","728.400","","0.000","-99.000","-99.000","-99.000","7.200","","0.000",""
"C0M830","2020-02-03 09:00:00","540.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V750","2020-02-03 09:00:00","50.000","20.000","0.300","19.300","0.580","1017.600","","0.000","-99.000","-99.000","-99.000","19.300","","14.100",""
"C0K530","2020-02-03 09:00:00","12.000","57.000","3.100","18.200","0.720","1020.800","","0.000","-99.000","-99.000","-99.000","18.200","","15.200",""
"C0M780","2020-02-03 09:00:00","30.000","45.000","0.600","17.200","0.670","1019.300","","0.000","-99.000","-99.000","-99.000","17.200","","12.600",""
"C0V360","2020-02-03 09:00:00","94.000","174.000","0.500","17.600","0.660","1011.000","","0.000","-99.000","-99.000","-99.000","17.600","","8.500",""
"C0K510","2020-02-03 09:00:00","10.000","10.000","2.000","17.800","0.750","1020.400","","0.000","-99.000","-99.000","-99.000","17.800","","13.700",""
"C0D650","2020-02-03 09:00:00","97.000","55.000","1.900","17.400","0.740","1011.300","","0.000","-99.000","-99.000","-99.000","17.400","","14.200",""
"C0V630","2020-02-03 09:00:00","19.000","347.000","1.000","17.600","0.740","1022.500","","0.000","-99.000","-99.000","-99.000","17.600","","13.500",""
"C0U910","2020-02-03 09:00:00","17.000","184.000","0.300","18.300","0.690","1021.000","","0.000","-99.000","-99.000","-99.000","18.300","","13.600",""
"C0U600","2020-02-03 09:00:00","10.000","68.000","0.800","18.900","0.730","1021.400","","0.000","-99.000","-99.000","-99.000","18.900","","13.800",""
"C0G820","2020-02-03 09:00:00","29.000","59.000","1.700","18.700","0.670","1019.500","","0.000","-99.000","-99.000","-99.000","18.700","","12.800",""
"C0R590","2020-02-03 09:00:00","72.000","13.000","1.900","17.000","0.730","1013.700","","0.000","-99.000","-99.000","-99.000","17.000","","13.100",""
"C0A9E0","2020-02-03 09:00:00","26.000","0.000","0.200","18.500","0.650","1020.400","","0.000","-99.000","-99.000","-99.000","18.500","","15.100",""
"C0R480","2020-02-03 09:00:00","57.000","12.000","1.700","18.700","0.540","1015.800","","0.000","-99.000","-99.000","-99.000","18.700","","13.500",""
"C0X300","2020-02-03 09:00:00","70.000","242.000","0.900","15.400","0.790","1014.100","","0.000","-99.000","-99.000","-99.000","15.400","","10.300",""
"C0U970","2020-02-03 09:00:00","7.000","0.000","0.000","19.900","0.650","1023.400","","0.000","-99.000","-99.000","-99.000","19.900","","14.000",""
"C0R340","2020-02-03 09:00:00","230.000","28.000","1.700","18.200","0.860","995.900","","0.000","-99.000","-99.000","-99.000","18.200","","12.900",""
"C0M750","2020-02-03 09:00:00","10.000","55.000","1.800","17.000","0.790","1021.300","","0.000","-99.000","-99.000","-99.000","17.000","","14.300",""
"C0I110","2020-02-03 09:00:00","161.000","58.000","1.200","17.000","0.670","1004.000","","0.000","-99.000","-99.000","-99.000","17.000","","11.400",""
"C0V370","2020-02-03 09:00:00","74.000","66.000","0.900","18.500","0.640","1014.400","","0.000","-99.000","-99.000","-99.000","18.500","","10.100",""
"C0C690","2020-02-03 09:00:00","242.000","54.000","1.800","17.000","0.660","994.200","","0.000","-99.000","-99.000","-99.000","17.000","","13.400",""
"C0A540","2020-02-03 09:00:00","401.000","0.000","0.200","17.100","0.790","975.400","","0.000","-99.000","-99.000","-99.000","17.100","","10.400",""
"C0SA60","2020-02-03 09:00:00","6.000","336.000","1.400","19.900","0.610","1022.400","","0.000","-99.000","-99.000","-99.000","19.900","","15.600",""
"C0H950","2020-02-03 09:00:00","192.000","352.000","0.300","15.800","0.700","1000.100","","0.000","-99.000","-99.000","-99.000","15.800","","8.800",""
"C0O960","2020-02-03 09:00:00","112.000","70.000","0.600","17.600","0.720","1009.100","","0.000","-99.000","-99.000","-99.000","17.600","","12.000",""
"C0E880","2020-02-03 09:00:00","507.000","59.000","3.000","16.000","0.860","963.300","","0.000","-99.000","-99.000","-99.000","16.000","","12.400",""
"CM0120","2020-02-03 09:00:00","4.000","51.000","4.000","18.000","0.690","1021.600","","0.000","-99.000","-99.000","-99.000","18.000","","15.900",""
"C0Z290","2020-02-03 09:00:00","946.000","0.000","0.000","12.700","0.880","917.200","","0.000","-99.000","-99.000","-99.000","12.700","","9.900",""
"C0V680","2020-02-03 09:00:00","40.000","0.000","0.200","20.300","0.580","1017.300","","0.000","-99.000","-99.000","-99.000","20.300","","14.200",""
"C0F9U0","2020-02-03 09:00:00","74.000","51.000","0.800","18.400","0.560","1013.300","","0.000","-99.000","-99.000","-99.000","18.400","","14.200",""
"C0AI10","2020-02-03 09:00:00","76.000","0.000","0.000","16.300","0.830","1013.300","","0.000","-99.000","-99.000","-99.000","16.300","","13.100",""
"C0V530","2020-02-03 09:00:00","34.000","65.000","0.900","18.900","0.560","1018.000","","0.000","-99.000","-99.000","-99.000","18.900","","11.200",""
"C0R550","2020-02-03 09:00:00","38.000","0.000","0.200","20.800","0.580","1018.700","","0.000","-99.000","-99.000","-99.000","20.800","","13.100",""
"C0F9L0","2020-02-03 09:00:00","253.000","39.000","2.300","17.000","0.640","992.100","","0.000","-99.000","-99.000","-99.000","17.000","","14.100",""
"C0K450","2020-02-03 09:00:00","35.000","7.000","2.200","16.900","0.680","1017.500","","0.000","-99.000","-99.000","-99.000","16.900","","13.400",""
"C0E820","2020-02-03 09:00:00","220.000","185.000","0.400","15.200","0.760","996.900","","0.000","-99.000","-99.000","-99.000","15.200","","8.900",""
"C0A530","2020-02-03 09:00:00","300.000","29.000","0.300","-99.000","0.990","987.600","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M520","2020-02-03 09:00:00","15.000","48.000","1.100","16.900","0.710","1020.200","","0.000","-99.000","-99.000","-99.000","16.900","","12.000",""
"C0K240","2020-02-03 09:00:00","1132.000","178.000","1.500","15.900","0.460","897.800","","0.000","-99.000","-99.000","-99.000","15.900","","9.400",""
"C0V210","2020-02-03 09:00:00","734.000","217.000","0.500","15.200","0.570","939.900","","0.000","-99.000","-99.000","-99.000","15.200","","8.000",""
"C0Z320","2020-02-03 09:00:00","646.000","0.000","0.000","16.600","0.570","949.500","","0.000","-99.000","-99.000","-99.000","16.600","","8.500",""
"C0R600","2020-02-03 09:00:00","766.000","218.000","1.200","17.700","0.550","934.400","","0.000","-99.000","-99.000","-99.000","17.700","","14.400",""
"C0C650","2020-02-03 09:00:00","208.000","154.000","0.800","16.000","0.710","998.100","","0.000","-99.000","-99.000","-99.000","16.000","","11.600",""
"C0F9I0","2020-02-03 09:00:00","194.000","8.000","2.500","16.300","0.730","999.100","","0.000","-99.000","-99.000","-99.000","16.300","","13.800",""
"C0T820","2020-02-03 09:00:00","550.000","0.000","0.100","13.700","0.780","964.300","","0.000","-99.000","-99.000","-99.000","13.700","","10.500",""
"C0S890","2020-02-03 09:00:00","238.000","19.000","0.800","15.600","0.850","999.700","","0.000","-99.000","-99.000","-99.000","15.600","","12.900",""
"C0G840","2020-02-03 09:00:00","32.000","30.000","0.800","16.800","0.730","1018.000","","0.000","-99.000","-99.000","-99.000","16.800","","12.100",""
"C0V710","2020-02-03 09:00:00","34.000","40.000","0.600","20.200","0.530","1017.800","","0.000","-99.000","-99.000","-99.000","20.200","","16.800",""
"C0X140","2020-02-03 09:00:00","17.000","18.000","0.500","17.800","0.740","1019.900","","0.000","-99.000","-99.000","-99.000","17.800","","14.000",""
"C0C680","2020-02-03 09:00:00","228.000","156.000","1.000","17.100","0.690","994.200","","0.000","-99.000","-99.000","-99.000","17.100","","12.800",""
"C0D360","2020-02-03 09:00:00","523.000","0.000","0.000","14.500","0.630","960.300","","0.000","-99.000","-99.000","-99.000","14.500","","9.700",""
"C0C710","2020-02-03 09:00:00","143.000","104.000","0.800","15.800","0.840","1006.800","","0.000","-99.000","-99.000","-99.000","15.800","","10.900",""
"C0Z190","2020-02-03 09:00:00","62.000","322.000","1.800","19.600","0.600","1016.000","","0.000","-99.000","-99.000","-99.000","19.600","","16.100",""
"C0Z020","2020-02-03 09:00:00","211.000","0.000","0.000","13.500","0.990","998.900","","0.000","-99.000","-99.000","-99.000","14.900","","12.200",""
"C0I380","2020-02-03 09:00:00","258.000","99.000","2.100","17.500","0.560","990.800","","0.000","-99.000","-99.000","-99.000","17.500","","11.700",""
"C0D560","2020-02-03 09:00:00","147.000","117.000","0.900","17.900","0.610","1005.700","","0.000","-99.000","-99.000","-99.000","17.900","","12.800",""
"C0Z220","2020-02-03 09:00:00","589.000","287.000","0.600","14.900","0.670","957.000","","0.000","-99.000","-99.000","-99.000","14.900","","10.500",""
"C0R220","2020-02-03 09:00:00","23.000","88.000","0.500","20.200","0.530","1020.000","","0.000","-99.000","-99.000","-99.000","20.200","","13.700",""
"C0A870","2020-02-03 09:00:00","685.000","119.000","5.100","16.400","0.830","942.000","","0.000","-99.000","-99.000","-99.000","16.400","","11.300",""
"C0V670","2020-02-03 09:00:00","20.000","19.000","1.000","19.300","0.610","1019.600","","0.000","-99.000","-99.000","-99.000","19.300","","15.000",""
"C0G770","2020-02-03 09:00:00","15.000","38.000","2.500","18.500","0.750","1020.300","","0.000","-99.000","-99.000","-99.000","18.500","","15.100",""
"C0C540","2020-02-03 09:00:00","46.000","73.000","2.100","18.600","0.700","1017.200","","0.000","-99.000","-99.000","-99.000","18.600","","13.900",""
"C0F9O0","2020-02-03 09:00:00","175.000","319.000","0.500","18.700","0.540","1001.200","","0.000","-99.000","-99.000","-99.000","18.700","","13.400",""
"C0Z230","2020-02-03 09:00:00","31.000","280.000","3.000","17.500","0.590","1021.000","","0.000","-99.000","-99.000","-99.000","17.500","","15.500",""
"C0U900","2020-02-03 09:00:00","63.000","153.000","0.700","19.500","0.590","1017.100","","0.000","-99.000","-99.000","-99.000","19.500","","13.700",""
"C0X200","2020-02-03 09:00:00","61.000","184.000","0.500","15.200","0.910","1015.000","","0.000","-99.000","-99.000","-99.000","15.200","","9.500",""
"C0G640","2020-02-03 09:00:00","17.000","27.000","2.700","18.400","0.780","1022.700","","0.000","-99.000","-99.000","-99.000","18.400","","13.500",""
"C0Z080","2020-02-03 09:00:00","298.000","196.000","0.700","14.900","0.870","989.200","","0.000","-99.000","-99.000","-99.000","14.900","","11.300",""
"C0U770","2020-02-03 09:00:00","5.000","333.000","2.800","18.800","0.610","1023.200","","0.000","-99.000","-99.000","-99.000","18.800","","14.200",""
"C0M770","2020-02-03 09:00:00","164.000","215.000","0.300","15.900","0.700","1002.600","","0.000","-99.000","-99.000","-99.000","15.900","","12.500",""
"C0R470","2020-02-03 09:00:00","103.000","351.000","2.200","19.300","0.460","1010.800","","0.000","-99.000","-99.000","-99.000","19.300","","14.200",""
"C0W120","2020-02-03 09:00:00","58.000","-99.000","-99.000","17.800","0.780","1015.800","","0.000","-99.000","-99.000","-99.000","17.800","","16.300",""
"C0V350","2020-02-03 09:00:00","36.000","29.000","1.100","19.600","0.690","1019.500","","0.000","-99.000","-99.000","-99.000","19.600","","11.300",""
"CM0160","2020-02-03 09:00:00","159.000","347.000","0.900","16.100","0.680","1005.000","","0.000","-99.000","-99.000","-99.000","16.100","","10.800",""
"C0V500","2020-02-03 09:00:00","6.000","54.000","1.000","20.000","0.510","1019.800","","0.000","-99.000","-99.000","-99.000","20.000","","16.900",""
"C0SA30","2020-02-03 09:00:00","92.000","40.000","1.200","20.000","0.690","1014.100","","0.000","-99.000","-99.000","-99.000","20.000","","17.000",""
"C0U710","2020-02-03 09:00:00","1942.000","102.000","0.300","8.900","0.670","811.900","","0.000","-99.000","-99.000","-99.000","8.900","","2.700",""
"C0Z100","2020-02-03 09:00:00","36.000","206.000","0.800","17.600","0.760","1021.300","","0.000","-99.000","-99.000","-99.000","17.600","","12.400",""
"C0Z170","2020-02-03 09:00:00","199.000","0.000","0.000","15.200","0.990","1002.900","","0.000","-99.000","-99.000","-99.000","15.200","","12.500",""
"C0S960","2020-02-03 09:00:00","32.000","301.000","1.600","19.700","0.630","1019.700","","0.000","-99.000","-99.000","-99.000","19.700","","17.300",""
"C0T9M0","2020-02-03 09:00:00","92.000","330.000","1.600","18.700","0.740","1015.100","","0.000","-99.000","-99.000","-99.000","18.700","","15.700",""
"C0AI00","2020-02-03 09:00:00","188.000","81.000","0.300","17.900","0.770","1001.500","","0.000","-99.000","-99.000","-99.000","17.900","","13.300",""
"C0AC40","2020-02-03 09:00:00","1079.000","90.000","1.700","12.500","0.810","899.700","","0.000","-99.000","-99.000","-99.000","12.500","","8.600",""
"C0F9M0","2020-02-03 09:00:00","230.000","25.000","1.800","16.600","0.490","995.100","","0.000","-99.000","-99.000","-99.000","16.600","","12.300",""
"C0A930","2020-02-03 09:00:00","216.000","335.000","1.200","17.700","0.800","996.300","","0.000","-99.000","-99.000","-99.000","17.800","","12.500",""
"C0A640","2020-02-03 09:00:00","241.000","0.000","0.000","15.600","0.860","996.600","","0.000","-99.000","-99.000","-99.000","15.600","","11.200",""
"C0I420","2020-02-03 09:00:00","305.000","148.000","0.300","15.000","0.680","986.600","","0.000","-99.000","-99.000","-99.000","15.000","","9.600",""
"C0R170","2020-02-03 09:00:00","26.000","350.000","1.300","19.100","0.530","1019.500","","0.000","-99.000","-99.000","-99.000","19.100","","13.700",""
"C0M530","2020-02-03 09:00:00","1385.000","104.000","0.800","11.800","0.540","873.700","","0.000","-99.000","-99.000","-99.000","11.800","","6.800",""
"C0H960","2020-02-03 09:00:00","120.000","20.000","0.800","16.100","0.720","1006.900","","0.000","-99.000","-99.000","-99.000","16.100","","12.600",""
"C0V620","2020-02-03 09:00:00","18.000","295.000","1.400","17.100","0.700","1020.400","","0.000","-99.000","-99.000","-99.000","17.800","","13.200",""
"C0X280","2020-02-03 09:00:00","22.000","45.000","3.100","17.200","0.740","1020.100","","0.000","-99.000","-99.000","-99.000","17.200","","13.100",""
"C0AH40","2020-02-03 09:00:00","426.000","225.000","1.100","18.400","0.740","972.000","","0.000","-99.000","-99.000","-99.000","18.800","","12.600",""
"C0T9A0","2020-02-03 09:00:00","498.000","0.000","0.100","16.400","0.680","966.600","","0.000","-99.000","-99.000","-99.000","16.400","","11.800",""
"C0K390","2020-02-03 09:00:00","31.000","40.000","2.900","17.400","0.710","1018.600","","0.000","-99.000","-99.000","-99.000","17.400","","13.400",""
"C0I540","2020-02-03 09:00:00","3344.000","-99.000","-99.000","-3.700","1.000","682.900","","-99.000","-99.000","-99.000","-99.000","-2.900","","-4.300",""
"C0G890","2020-02-03 09:00:00","24.000","32.000","4.100","17.400","0.900","1019.000","","0.000","-99.000","-99.000","-99.000","17.400","","15.200",""
"C0G720","2020-02-03 09:00:00","50.000","30.000","1.600","17.100","0.670","1015.900","","0.000","-99.000","-99.000","-99.000","17.100","","13.500",""
"C0UA40","2020-02-03 09:00:00","1121.000","29.000","2.100","12.600","0.870","896.200","","0.000","-99.000","-99.000","-99.000","12.700","","8.500",""
"C0V400","2020-02-03 09:00:00","56.000","46.000","0.700","18.600","0.720","1015.300","","0.000","-99.000","-99.000","-99.000","18.600","","13.200",""
"C0X130","2020-02-03 09:00:00","27.000","314.000","1.200","17.300","0.770","1019.000","","0.000","-99.000","-99.000","-99.000","17.300","","13.300",""
"C0A520","2020-02-03 09:00:00","48.000","0.000","0.200","17.400","0.730","1017.400","","0.000","-99.000","-99.000","-99.000","17.400","","13.700",""
"C0U870","2020-02-03 09:00:00","474.000","118.000","1.500","18.100","0.670","969.100","","0.000","-99.000","-99.000","-99.000","18.100","","13.200",""
"C0S690","2020-02-03 09:00:00","522.000","41.000","1.000","19.800","0.710","963.800","","0.000","-99.000","-99.000","-99.000","19.800","","13.500",""
"C0R150","2020-02-03 09:00:00","105.000","107.000","2.100","19.400","0.380","1008.500","","0.000","-99.000","-99.000","-99.000","19.400","","15.100",""
"C0K560","2020-02-03 09:00:00","117.000","146.000","0.300","17.500","0.620","1009.200","","0.000","-99.000","-99.000","-99.000","17.500","","10.500",""
"C0X100","2020-02-03 09:00:00","10.000","340.000","1.300","17.500","0.760","1019.800","","0.000","-99.000","-99.000","-99.000","17.500","","15.100",""
"C0K460","2020-02-03 09:00:00","60.000","341.000","2.100","16.600","0.730","1014.400","","0.000","-99.000","-99.000","-99.000","16.700","","13.700",""
"C0M740","2020-02-03 09:00:00","15.000","40.000","1.200","17.200","0.760","1019.900","","0.000","-99.000","-99.000","-99.000","17.200","","12.800",""
"C0SA10","2020-02-03 09:00:00","411.000","65.000","0.700","19.100","0.730","976.900","","0.000","-99.000","-99.000","-99.000","19.100","","13.200",""
"C0C660","2020-02-03 09:00:00","176.000","91.000","1.600","16.600","0.720","1002.100","","0.000","-99.000","-99.000","-99.000","16.800","","13.000",""
"C0R620","2020-02-03 09:00:00","34.000","48.000","2.000","21.200","0.760","1019.400","","0.000","-99.000","-99.000","-99.000","22.200","","20.200",""
"C0R700","2020-02-03 09:00:00","19.000","92.000","3.300","21.900","0.600","1020.300","","0.000","8.800","115.000","","22.000","","16.800",""
"C0F0B0","2020-02-03 09:00:00","311.000","98.000","1.100","16.100","0.610","985.800","","0.000","-99.000","-99.000","-99.000","16.100","","9.700",""
"C0O970","2020-02-03 09:00:00","71.000","315.000","1.000","18.100","0.720","1014.800","","0.000","-99.000","-99.000","-99.000","18.100","","11.700",""
"C0F9P0","2020-02-03 09:00:00","26.000","54.000","4.100","17.600","0.820","1019.800","","0.000","-99.000","-99.000","-99.000","17.600","","14.500",""
"C0R560","2020-02-03 09:00:00","22.000","340.000","0.600","17.800","0.720","1020.200","","0.000","-99.000","-99.000","-99.000","17.800","","13.900",""
"C0X220","2020-02-03 09:00:00","26.000","36.000","2.500","17.000","0.670","1019.300","","0.000","-99.000","-99.000","-99.000","17.000","","13.100",""
"C0M680","2020-02-03 09:00:00","37.000","358.000","0.300","17.500","0.690","1019.800","","0.000","-99.000","-99.000","-99.000","17.500","","13.200",""
"C0S710","2020-02-03 09:00:00","382.000","16.000","0.400","14.800","0.830","981.000","","0.000","-99.000","-99.000","-99.000","14.800","","12.600",""
"C0F9T0","2020-02-03 09:00:00","111.000","332.000","1.300","17.200","0.620","1008.400","","0.000","-99.000","-99.000","-99.000","17.200","","14.200",""
"C0F9N0","2020-02-03 09:00:00","75.000","0.000","0.200","18.000","0.600","1013.400","","0.000","-99.000","-99.000","-99.000","18.000","","13.600",""
"C0G740","2020-02-03 09:00:00","24.000","0.000","0.000","17.900","0.720","1019.500","","0.000","-99.000","-99.000","-99.000","17.900","","14.200",""
"C0UA70","2020-02-03 09:00:00","547.000","153.000","2.000","16.200","0.990","960.500","","0.000","-99.000","-99.000","-99.000","16.200","","12.900",""
"C0AC60","2020-02-03 09:00:00","55.000","0.000","0.100","16.800","0.860","1016.400","","0.000","-99.000","-99.000","-99.000","16.800","","13.100",""
"C0R510","2020-02-03 09:00:00","31.000","32.000","0.800","19.400","0.520","1019.100","","0.000","-99.000","-99.000","-99.000","19.400","","15.000",""
"C0X060","2020-02-03 09:00:00","19.000","340.000","1.200","17.400","0.790","1022.000","","0.000","-99.000","-99.000","-99.000","17.400","","9.600",""
"C0E550","2020-02-03 09:00:00","84.000","81.000","0.300","16.100","0.750","1013.200","","0.000","-99.000","-99.000","-99.000","16.100","","10.700",""
"C0AI20","2020-02-03 09:00:00","25.000","38.000","0.400","-99.000","0.990","1020.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E740","2020-02-03 09:00:00","27.000","61.000","0.500","18.000","0.700","1013.700","","0.000","-99.000","-99.000","-99.000","18.000","","10.300",""
"C0R650","2020-02-03 09:00:00","29.000","32.000","0.300","19.200","0.610","1020.500","","0.000","-99.000","-99.000","-99.000","19.200","","13.300",""
"C0S750","2020-02-03 09:00:00","2280.000","175.000","0.700","6.700","0.850","777.500","","0.000","-99.000","-99.000","-99.000","6.700","","2.600",""
"C0I370","2020-02-03 09:00:00","671.000","129.000","0.400","15.900","0.530","945.700","","0.000","-99.000","-99.000","-99.000","15.900","","8.500",""
"C0K400","2020-02-03 09:00:00","65.000","321.000","1.000","16.600","0.730","1015.400","","0.000","-99.000","-99.000","-99.000","16.600","","13.200",""
"C0A650","2020-02-03 09:00:00","287.000","0.000","0.000","14.500","0.990","989.300","","0.000","-99.000","-99.000","-99.000","14.500","","8.500",""
"C0Z210","2020-02-03 09:00:00","126.000","173.000","0.600","13.300","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","13.500","","10.200",""
"C0V690","2020-02-03 09:00:00","30.000","76.000","1.700","20.300","0.560","1019.400","","0.000","-99.000","-99.000","-99.000","20.300","","16.600",""
"C0M690","2020-02-03 09:00:00","33.000","326.000","1.000","16.700","0.720","1017.700","","0.000","-99.000","-99.000","-99.000","16.700","","11.800",""
"C0R440","2020-02-03 09:00:00","1654.000","69.000","5.800","8.200","0.990","839.200","","0.000","11.400","90.000","","8.200","","6.400",""
"C0F970","2020-02-03 09:00:00","145.000","152.000","0.400","17.400","0.560","1004.200","","0.000","-99.000","-99.000","-99.000","17.400","","13.100",""
"C0C490","2020-02-03 09:00:00","157.000","149.000","1.000","16.200","0.760","1004.100","","0.000","-99.000","-99.000","-99.000","16.200","","13.500",""
"C0X160","2020-02-03 09:00:00","26.000","346.000","1.200","18.000","0.710","1019.800","","0.000","-99.000","-99.000","-99.000","18.000","","13.400",""
"C0S760","2020-02-03 09:00:00","1621.000","0.000","0.200","10.700","0.920","845.400","","0.000","-99.000","-99.000","-99.000","10.700","","6.200",""
"C0O830","2020-02-03 09:00:00","127.000","309.000","0.500","19.000","0.650","1008.000","","0.000","-99.000","-99.000","-99.000","19.000","","11.300",""
"C0A9A0","2020-02-03 09:00:00","24.000","0.000","0.100","18.300","0.770","1020.100","","0.000","-99.000","-99.000","-99.000","18.300","","14.200",""
"C0AD50","2020-02-03 09:00:00","84.000","152.000","1.700","16.400","0.920","1013.400","","0.000","-99.000","-99.000","-99.000","16.400","","13.300",""
"C0G620","2020-02-03 09:00:00","110.000","0.000","0.200","18.400","0.630","1008.900","","0.000","-99.000","-99.000","-99.000","18.400","","10.500",""
"C0V310","2020-02-03 09:00:00","46.000","221.000","0.600","17.700","0.670","1016.100","","0.000","-99.000","-99.000","-99.000","17.700","","12.500",""
"C0X110","2020-02-03 09:00:00","20.000","1.000","1.300","18.800","0.650","1020.500","","0.000","-99.000","-99.000","-99.000","18.800","","15.100",""
"C0S980","2020-02-03 09:00:00","901.000","50.000","1.200","14.100","0.930","921.500","","0.000","-99.000","-99.000","-99.000","14.300","","11.300",""
"C0R320","2020-02-03 09:00:00","7.000","78.000","5.200","21.300","0.690","1021.700","","0.000","-99.000","-99.000","-99.000","21.300","","16.200",""
"C0O860","2020-02-03 09:00:00","38.000","332.000","0.500","16.700","0.930","1017.300","","0.000","-99.000","-99.000","-99.000","16.700","","11.600",""
"C0U950","2020-02-03 09:00:00","1012.000","121.000","8.400","11.000","1.000","909.300","","0.000","-99.000","-99.000","-99.000","11.000","","9.300",""
"C0G880","2020-02-03 09:00:00","92.000","332.000","2.100","17.600","0.670","1011.000","","0.000","-99.000","-99.000","-99.000","17.600","","13.700",""
"C0R520","2020-02-03 09:00:00","18.000","353.000","1.200","17.900","0.740","1020.400","","0.000","-99.000","-99.000","-99.000","17.900","","14.400",""
"C0O810","2020-02-03 09:00:00","161.000","13.000","1.100","19.000","0.700","1004.800","","0.000","-99.000","-99.000","-99.000","19.000","","11.200",""
"C0E790","2020-02-03 09:00:00","344.000","244.000","1.400","16.700","0.640","981.300","","0.000","-99.000","-99.000","-99.000","16.700","","11.700",""
"C0F9Y0","2020-02-03 09:00:00","3313.000","199.000","2.500","-1.400","0.860","686.200","","0.000","-99.000","-99.000","-99.000","-1.100","","-4.200",""
"C0S930","2020-02-03 09:00:00","248.000","178.000","0.500","17.600","0.680","995.800","","0.000","-99.000","-99.000","-99.000","17.600","","14.100",""
"C0A560","2020-02-03 09:00:00","405.000","185.000","0.700","15.400","0.850","975.600","","0.000","-99.000","-99.000","-99.000","15.400","","9.500",""
"C0X190","2020-02-03 09:00:00","10.000","13.000","2.400","17.000","0.770","1021.300","","0.000","-99.000","-99.000","-99.000","17.000","","14.400",""
"C0S950","2020-02-03 09:00:00","415.000","254.000","0.700","16.000","0.770","975.600","","0.000","-99.000","-99.000","-99.000","16.000","","13.800",""
"C0A880","2020-02-03 09:00:00","6.000","0.000","0.200","17.100","0.870","1020.800","","0.000","5.500","239.000","","17.100","","12.800",""
"C0I530","2020-02-03 09:00:00","3014.000","-99.000","-99.000","-0.400","0.980","702.400","","0.000","-99.000","-99.000","-99.000","-0.400","","-2.800",""
"C0M670","2020-02-03 09:00:00","43.000","19.000","1.200","16.300","0.730","1016.900","","0.000","-99.000","-99.000","-99.000","16.300","","12.500",""
"C0Z061","2020-02-03 09:00:00","174.000","0.000","0.000","14.200","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","14.600","","12.200",""
