"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E550","2020-02-03 00:00:00","84.000","64.000","0.700","13.200","0.950","1013.700","","0.000","-99.000","-99.000","-99.000","19.600","","7.100",""
"C0E740","2020-02-03 00:00:00","27.000","260.000","1.100","13.200","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","20.300","","6.700",""
"C0R650","2020-02-03 00:00:00","29.000","45.000","0.900","15.900","0.890","1019.800","","0.000","-99.000","-99.000","-99.000","25.700","","10.800",""
"C0S750","2020-02-03 00:00:00","2280.000","187.000","0.500","5.500","0.700","776.500","","0.000","-99.000","-99.000","-99.000","8.800","","-0.300",""
"C0I370","2020-02-03 00:00:00","671.000","289.000","1.000","12.300","0.750","946.200","","0.000","-99.000","-99.000","-99.000","19.500","","5.800",""
"C0K400","2020-02-03 00:00:00","65.000","346.000","1.700","15.800","0.960","1015.100","","0.000","-99.000","-99.000","-99.000","22.700","","9.900",""
"C0A650","2020-02-03 00:00:00","287.000","0.000","0.000","10.700","0.990","989.400","","0.000","-99.000","-99.000","-99.000","18.200","","4.500",""
"C0U750","2020-02-03 00:00:00","398.000","196.000","1.800","14.800","0.860","976.000","","0.000","-99.000","-99.000","-99.000","17.000","","11.700",""
"C0M730","2020-02-03 00:00:00","40.000","340.000","1.200","16.700","0.800","1016.400","","0.000","-99.000","-99.000","-99.000","25.400","","10.200",""
"C0Z061","2020-02-03 00:00:00","174.000","133.000","1.000","14.700","0.970","1006.000","","0.000","-99.000","-99.000","-99.000","21.800","","9.400",""
"C0M670","2020-02-03 00:00:00","43.000","329.000","1.900","15.900","0.880","1016.300","","0.000","-99.000","-99.000","-99.000","22.300","","9.200",""
"C0I530","2020-02-03 00:00:00","3014.000","-99.000","-99.000","-2.700","1.000","701.500","","0.000","-99.000","-99.000","-99.000","3.100","","-4.200",""
"C0A880","2020-02-03 00:00:00","6.000","0.000","0.000","14.100","0.900","1020.700","","0.000","-99.000","-99.000","-99.000","20.100","","9.700",""
"C0S950","2020-02-03 00:00:00","415.000","238.000","1.700","14.400","0.900","974.500","","0.000","-99.000","-99.000","-99.000","18.200","","10.900",""
"C0X190","2020-02-03 00:00:00","10.000","16.000","2.100","16.600","0.820","1020.400","","0.000","-99.000","-99.000","-99.000","22.200","","12.800",""
"C0V650","2020-02-03 00:00:00","28.000","34.000","2.500","16.100","0.840","1020.200","","0.000","-99.000","-99.000","-99.000","23.000","","11.900",""
"C0H9C0","2020-02-03 00:00:00","3402.000","310.000","0.800","-4.400","0.920","675.200","","0.000","-99.000","-99.000","-99.000","0.800","","-5.100",""
"C0U780","2020-02-03 00:00:00","15.000","262.000","0.700","16.000","0.870","1021.800","","0.000","-99.000","-99.000","-99.000","19.900","","12.800",""
"C0U760","2020-02-03 00:00:00","22.000","0.000","0.000","15.100","0.990","1022.200","","0.000","-99.000","-99.000","-99.000","20.600","","11.800",""
"C0X290","2020-02-03 00:00:00","10.000","10.000","2.300","16.400","0.860","1020.700","","0.000","-99.000","-99.000","-99.000","19.900","","12.200",""
"C0E830","2020-02-03 00:00:00","37.000","91.000","1.200","15.600","0.800","1018.300","","0.000","-99.000","-99.000","-99.000","19.200","","9.700",""
"C0K330","2020-02-03 00:00:00","38.000","352.000","0.800","15.300","0.880","1017.200","","0.000","-99.000","-99.000","-99.000","22.400","","9.200",""
"C0I420","2020-02-03 00:00:00","305.000","0.000","0.200","13.300","0.810","986.900","","0.000","-99.000","-99.000","-99.000","22.000","","6.700",""
"C0M660","2020-02-03 00:00:00","40.000","343.000","2.900","15.700","0.870","1017.800","","0.000","-99.000","-99.000","-99.000","22.200","","9.900",""
"C0D580","2020-02-03 00:00:00","120.000","0.000","0.000","12.300","0.950","1008.900","","0.000","-99.000","-99.000","-99.000","20.600","","6.600",""
"C0R640","2020-02-03 00:00:00","21.000","45.000","2.200","17.500","0.800","1019.900","","0.000","-99.000","-99.000","-99.000","23.500","","13.700",""
"C0E810","2020-02-03 00:00:00","53.000","151.000","0.600","13.200","0.960","1017.200","","0.000","-99.000","-99.000","-99.000","21.300","","7.100",""
"C0G830","2020-02-03 00:00:00","27.000","2.000","3.100","15.800","0.880","1017.300","","0.000","-99.000","-99.000","-99.000","21.700","","9.600",""
"C0A550","2020-02-03 00:00:00","422.000","0.000","0.000","10.700","1.000","974.000","","0.000","-99.000","-99.000","-99.000","18.000","","4.300",""
"C0G750","2020-02-03 00:00:00","31.000","342.000","1.500","15.500","0.850","1019.500","","0.000","-99.000","-99.000","-99.000","21.400","","9.700",""
"C0Z270","2020-02-03 00:00:00","343.000","227.000","2.100","15.000","0.790","983.500","","0.000","-99.000","-99.000","-99.000","18.600","","10.900",""
"C0UA30","2020-02-03 00:00:00","1397.000","148.000","0.900","8.200","1.000","866.600","","0.000","-99.000","-99.000","-99.000","12.200","","2.900",""
"C0I080","2020-02-03 00:00:00","536.000","274.000","0.500","12.700","0.760","963.300","","0.000","-99.000","-99.000","-99.000","20.800","","7.800",""
"C0UA00","2020-02-03 00:00:00","392.000","287.000","0.700","12.800","0.900","978.600","","0.000","-99.000","-99.000","-99.000","20.400","","9.200",""
"C0AD40","2020-02-03 00:00:00","32.000","0.000","0.000","14.700","0.860","1018.900","","0.000","-99.000","-99.000","-99.000","22.600","","12.700",""
"C0G900","2020-02-03 00:00:00","20.000","30.000","3.200","17.700","0.860","1018.800","","0.000","-99.000","-99.000","-99.000","19.700","","11.100",""
"C0S660","2020-02-03 00:00:00","794.000","223.000","1.100","11.500","0.890","934.100","","0.000","-99.000","-99.000","-99.000","16.700","","6.400",""
"C0M640","2020-02-03 00:00:00","155.000","284.000","1.100","15.600","0.770","1003.400","","0.000","-99.000","-99.000","-99.000","22.200","","11.300",""
"C0R660","2020-02-03 00:00:00","20.000","0.000","0.200","16.600","0.770","1020.000","","0.000","-99.000","-99.000","-99.000","22.900","","12.400",""
"C0UA10","2020-02-03 00:00:00","1711.000","348.000","0.900","4.800","1.000","836.700","","0.000","-99.000","-99.000","-99.000","12.400","","-0.100",""
"C0V770","2020-02-03 00:00:00","26.000","55.000","0.600","15.700","0.770","1018.400","","0.000","-99.000","-99.000","-99.000","24.700","","11.700",""
"C0E730","2020-02-03 00:00:00","26.000","129.000","0.700","14.300","0.840","1018.700","","0.000","-99.000","-99.000","-99.000","19.800","","8.800",""
"C0V810","2020-02-03 00:00:00","32.000","0.000","0.000","17.000","0.760","-99.000","","0.000","-99.000","-99.000","-99.000","22.200","","13.500",""
"C0A9C0","2020-02-03 00:00:00","35.000","0.000","0.200","16.300","0.810","1019.200","","0.000","-99.000","-99.000","-99.000","22.000","","14.500",""
"C0X310","2020-02-03 00:00:00","9.000","16.000","3.300","16.600","0.830","1021.500","","0.000","-99.000","-99.000","-99.000","20.400","","11.800",""
"C0K280","2020-02-03 00:00:00","23.000","351.000","2.700","15.800","0.880","1021.500","","0.000","-99.000","-99.000","-99.000","23.100","","8.700",""
"C0M650","2020-02-03 00:00:00","20.000","6.000","1.800","15.500","0.870","1019.900","","0.000","-99.000","-99.000","-99.000","22.600","","10.200",""
"C0S910","2020-02-03 00:00:00","212.000","93.000","0.900","18.600","0.800","998.500","","0.000","-99.000","-99.000","-99.000","20.800","","17.700",""
"C0M710","2020-02-03 00:00:00","15.000","7.000","2.000","15.800","0.840","1020.200","","0.000","-99.000","-99.000","-99.000","20.500","","11.000",""
"C0V490","2020-02-03 00:00:00","20.000","354.000","0.700","17.800","0.690","1019.400","","0.000","-99.000","-99.000","-99.000","23.300","","14.900",""
"C0E870","2020-02-03 00:00:00","34.000","116.000","0.700","13.700","0.940","1020.900","","0.000","-99.000","-99.000","-99.000","19.600","","7.500",""
"C0M800","2020-02-03 00:00:00","440.000","100.000","0.300","13.100","0.740","971.500","","0.000","-99.000","-99.000","-99.000","21.900","","9.100",""
"C0A570","2020-02-03 00:00:00","360.000","84.000","0.600","11.700","0.970","981.700","","0.000","-99.000","-99.000","-99.000","18.800","","7.700",""
"C0S790","2020-02-03 00:00:00","236.000","282.000","2.500","15.500","0.830","996.800","","-99.000","-99.000","-99.000","-99.000","24.400","","12.500",""
"C0D590","2020-02-03 00:00:00","143.000","139.000","0.400","14.000","0.840","1007.200","","0.000","-99.000","-99.000","-99.000","19.800","","10.400",""
"C0U990","2020-02-03 00:00:00","31.000","271.000","0.800","15.600","0.830","1020.300","","0.000","-99.000","-99.000","-99.000","19.700","","11.900",""
"C0M700","2020-02-03 00:00:00","150.000","303.000","0.300","14.200","0.850","1005.000","","0.000","-99.000","-99.000","-99.000","23.100","","8.300",""
"C0A970","2020-02-03 00:00:00","96.000","208.000","1.900","17.200","0.910","1012.500","","0.000","-99.000","-99.000","-99.000","22.100","","13.100",""
"CM0110","2020-02-03 00:00:00","7.000","43.000","1.100","16.500","0.780","1021.800","","-99.000","-99.000","-99.000","-99.000","20.400","","11.100",""
"C0S940","2020-02-03 00:00:00","150.000","350.000","1.100","17.200","0.740","1005.100","","0.000","-99.000","-99.000","-99.000","21.400","","14.700",""
"C0X250","2020-02-03 00:00:00","33.000","3.000","2.300","16.200","0.860","1017.900","","0.000","-99.000","-99.000","-99.000","23.500","","10.900",""
"C0K520","2020-02-03 00:00:00","10.000","357.000","2.300","15.600","0.860","1019.900","","0.000","-99.000","-99.000","-99.000","21.800","","9.800",""
"C0Z200","2020-02-03 00:00:00","153.000","266.000","0.500","13.500","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","19.700","","8.700",""
"C0V740","2020-02-03 00:00:00","60.000","324.000","1.900","15.000","0.810","1015.900","","0.000","-99.000","-99.000","-99.000","24.500","","10.200",""
"C0V790","2020-02-03 00:00:00","410.000","50.000","2.900","15.400","0.520","973.500","","0.000","-99.000","-99.000","-99.000","24.900","","12.000",""
"C0G860","2020-02-03 00:00:00","45.000","30.000","0.900","16.400","0.830","1015.800","","0.000","-99.000","-99.000","-99.000","23.600","","10.600",""
"C0F0A0","2020-02-03 00:00:00","3587.000","-99.000","-99.000","-4.000","0.980","661.500","","0.000","-99.000","-99.000","-99.000","0.400","","-6.600",""
"C0Z250","2020-02-03 00:00:00","1124.000","245.000","0.300","8.700","0.990","896.300","","0.000","-99.000","-99.000","-99.000","15.300","","5.600",""
"C0K440","2020-02-03 00:00:00","35.000","341.000","2.300","15.400","0.980","1018.200","","0.000","-99.000","-99.000","-99.000","21.600","","9.500",""
"C0T900","2020-02-03 00:00:00","160.000","271.000","0.500","14.400","0.760","1002.900","","0.000","-99.000","-99.000","-99.000","20.700","","11.000",""
"C0F9V0","2020-02-03 00:00:00","525.000","178.000","1.200","14.200","0.660","968.700","","0.000","-99.000","-99.000","-99.000","20.200","","9.800",""
"C0UA20","2020-02-03 00:00:00","2619.000","207.000","4.600","0.400","0.850","-99.000","","0.000","-99.000","-99.000","-99.000","8.200","","-2.100",""
"C0M850","2020-02-03 00:00:00","695.000","0.000","0.000","14.100","0.620","941.500","","0.000","-99.000","-99.000","-99.000","22.100","","10.400",""
"C0C620","2020-02-03 00:00:00","19.000","78.000","1.000","14.100","0.930","1019.200","","0.000","-99.000","-99.000","-99.000","22.200","","10.300",""
"C0I360","2020-02-03 00:00:00","300.000","31.000","2.600","15.100","0.670","986.400","","0.000","-99.000","-99.000","-99.000","21.500","","10.300",""
"C0D540","2020-02-03 00:00:00","227.000","0.000","0.000","12.300","0.900","997.400","","0.000","-99.000","-99.000","-99.000","21.300","","7.600",""
"C0K420","2020-02-03 00:00:00","42.000","12.000","2.100","15.300","0.840","1017.100","","0.000","-99.000","-99.000","-99.000","22.000","","9.500",""
"C0Z180","2020-02-03 00:00:00","34.000","0.000","0.100","16.300","0.830","1018.800","","0.000","-99.000","-99.000","-99.000","20.400","","13.200",""
"C0AD10","2020-02-03 00:00:00","27.000","75.000","0.400","16.500","0.750","1019.200","","0.000","-99.000","-99.000","-99.000","20.700","","10.700",""
"C0M720","2020-02-03 00:00:00","225.000","0.000","0.000","16.000","0.660","995.300","","0.000","-99.000","-99.000","-99.000","21.600","","11.200",""
"C0V450","2020-02-03 00:00:00","51.000","36.000","1.700","16.100","0.830","1015.400","","0.000","-99.000","-99.000","-99.000","26.000","","11.800",""
"C0R280","2020-02-03 00:00:00","242.000","71.000","0.400","15.500","0.930","994.200","","0.000","-99.000","-99.000","-99.000","20.600","","14.200",""
"C0E610","2020-02-03 00:00:00","850.000","249.000","0.500","12.400","0.500","926.400","","0.000","-99.000","-99.000","-99.000","18.000","","9.200",""
"C0V610","2020-02-03 00:00:00","22.000","358.000","0.900","16.300","0.810","1018.800","","0.000","-99.000","-99.000","-99.000","22.700","","11.400",""
"C0Z310","2020-02-03 00:00:00","59.000","4.000","1.000","17.000","0.800","1016.700","","0.000","-99.000","-99.000","-99.000","20.900","","13.800",""
"C0S700","2020-02-03 00:00:00","507.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9G0","2020-02-03 00:00:00","605.000","0.000","0.000","13.500","1.000","955.300","","0.000","-99.000","-99.000","-99.000","17.600","","10.100",""
"C0U520","2020-02-03 00:00:00","517.000","238.000","1.400","11.600","0.990","966.000","","0.000","-99.000","-99.000","-99.000","16.900","","9.000",""
"C0E750","2020-02-03 00:00:00","62.000","0.000","0.000","15.000","0.820","1016.300","","0.000","-99.000","-99.000","-99.000","19.600","","8.700",""
"C0F9I0","2020-02-03 00:00:00","194.000","14.000","2.000","15.300","0.790","999.200","","0.000","-99.000","-99.000","-99.000","20.400","","9.900",""
"C0G660","2020-02-03 00:00:00","27.000","2.000","1.800","16.500","0.810","1020.700","","0.000","-99.000","-99.000","-99.000","22.500","","9.400",""
"C0W140","2020-02-03 00:00:00","21.000","9.000","0.700","10.500","0.820","1021.800","","0.000","-99.000","-99.000","-99.000","14.800","","9.700",""
"C0U720","2020-02-03 00:00:00","1260.000","261.000","0.500","8.600","1.000","893.300","","0.000","-99.000","-99.000","-99.000","13.900","","3.800",""
"C0R690","2020-02-03 00:00:00","248.000","8.000","0.800","16.100","0.880","992.600","","0.000","-99.000","-99.000","-99.000","21.800","","13.900",""
"C0X150","2020-02-03 00:00:00","18.000","11.000","1.000","16.300","0.870","1021.300","","0.000","-99.000","-99.000","-99.000","23.100","","11.200",""
"C0Z050","2020-02-03 00:00:00","830.000","0.000","0.200","11.300","0.870","930.200","","0.000","-99.000","-99.000","-99.000","14.500","","7.400",""
"C0I490","2020-02-03 00:00:00","1601.000","88.000","1.400","7.400","0.750","846.500","","0.000","-99.000","-99.000","-99.000","16.500","","4.400",""
"C0I090","2020-02-03 00:00:00","910.000","226.000","0.900","12.600","0.730","919.300","","0.000","-99.000","-99.000","-99.000","17.200","","9.100",""
"C0X240","2020-02-03 00:00:00","394.000","170.000","0.800","11.900","0.700","976.700","","0.000","-99.000","-99.000","-99.000","21.400","","8.600",""
"C0S990","2020-02-03 00:00:00","409.000","348.000","2.500","16.300","0.780","975.700","","0.000","-99.000","-99.000","-99.000","19.000","","13.500",""
"C0E850","2020-02-03 00:00:00","104.000","0.000","0.000","12.500","0.930","1010.400","","0.000","-99.000","-99.000","-99.000","19.800","","6.500",""
"C0T9B0","2020-02-03 00:00:00","558.000","286.000","0.300","13.400","0.790","959.300","","0.000","-99.000","-99.000","-99.000","16.800","","10.300",""
"C0G650","2020-02-03 00:00:00","34.000","2.000","0.900","16.800","0.860","1017.900","","0.000","-99.000","-99.000","-99.000","23.700","","9.200",""
"C0K580","2020-02-03 00:00:00","26.000","359.000","1.600","15.700","0.990","1020.400","","0.000","-99.000","-99.000","-99.000","23.100","","9.000",""
"C0X050","2020-02-03 00:00:00","25.000","0.000","0.000","15.900","0.900","1017.800","","0.000","-99.000","-99.000","-99.000","24.500","","9.100",""
"CM0100","2020-02-03 00:00:00","25.000","134.000","0.800","14.800","0.770","1019.900","","0.000","-99.000","-99.000","-99.000","20.100","","9.700",""
"C0F970","2020-02-03 00:00:00","145.000","351.000","1.800","16.000","0.730","1004.400","","0.000","-99.000","-99.000","-99.000","21.500","","10.200",""
"C0C490","2020-02-03 00:00:00","157.000","184.000","0.400","15.800","0.790","1004.300","","0.000","-99.000","-99.000","-99.000","21.100","","11.600",""
"C0X160","2020-02-03 00:00:00","26.000","1.000","2.000","16.900","0.920","1019.000","","0.000","-99.000","-99.000","-99.000","23.800","","12.100",""
"C0S760","2020-02-03 00:00:00","1621.000","0.000","0.100","6.700","1.000","844.200","","0.000","-99.000","-99.000","-99.000","13.300","","4.300",""
"C0O830","2020-02-03 00:00:00","127.000","108.000","1.000","15.000","0.910","1007.400","","0.000","-99.000","-99.000","-99.000","25.200","","9.800",""
"C0A9A0","2020-02-03 00:00:00","24.000","23.000","0.400","16.400","0.800","1019.900","","0.000","-99.000","-99.000","-99.000","21.100","","13.100",""
"C0AD50","2020-02-03 00:00:00","84.000","0.000","0.100","15.400","0.980","1013.500","","0.000","-99.000","-99.000","-99.000","21.100","","11.500",""
"C0G620","2020-02-03 00:00:00","110.000","274.000","1.600","14.100","0.930","1008.900","","0.000","-99.000","-99.000","-99.000","25.000","","8.200",""
"C0V310","2020-02-03 00:00:00","46.000","0.000","0.200","15.800","0.800","1015.400","","0.000","-99.000","-99.000","-99.000","26.500","","10.800",""
"C0X110","2020-02-03 00:00:00","20.000","50.000","1.400","17.700","0.760","1019.700","","0.000","-99.000","-99.000","-99.000","23.100","","13.200",""
"C0S980","2020-02-03 00:00:00","901.000","311.000","0.900","11.600","1.000","920.400","","0.000","-99.000","-99.000","-99.000","16.300","","8.900",""
"C0R320","2020-02-03 00:00:00","7.000","96.000","1.900","17.000","0.850","1021.200","","0.000","-99.000","-99.000","-99.000","24.000","","16.200",""
"C0O860","2020-02-03 00:00:00","38.000","0.000","0.100","15.400","0.990","1016.600","","0.000","-99.000","-99.000","-99.000","24.100","","9.600",""
"C0U950","2020-02-03 00:00:00","1012.000","135.000","3.500","9.800","1.000","909.400","","0.000","-99.000","-99.000","-99.000","13.400","","6.200",""
"C0R260","2020-02-03 00:00:00","76.000","80.000","1.200","17.400","0.690","1012.400","","0.000","-99.000","-99.000","-99.000","26.600","","13.600",""
"C0G880","2020-02-03 00:00:00","92.000","322.000","1.200","16.900","0.810","1010.900","","0.000","-99.000","-99.000","-99.000","23.800","","11.500",""
"C0R520","2020-02-03 00:00:00","18.000","20.000","1.800","17.000","0.840","1019.700","","0.000","-99.000","-99.000","-99.000","25.300","","12.400",""
"C0O810","2020-02-03 00:00:00","161.000","39.000","0.300","13.100","0.990","1004.200","","0.000","-99.000","-99.000","-99.000","24.500","","10.000",""
"C0E790","2020-02-03 00:00:00","344.000","294.000","1.500","14.200","0.860","981.800","","0.000","-99.000","-99.000","-99.000","20.900","","8.600",""
"C0F9Y0","2020-02-03 00:00:00","3313.000","254.000","3.000","-2.600","0.960","685.400","","0.000","9.000","299.000","","5.700","","-4.600",""
"C0S930","2020-02-03 00:00:00","248.000","265.000","1.900","15.100","0.780","994.700","","0.000","-99.000","-99.000","-99.000","20.600","","11.000",""
"C0M770","2020-02-03 00:00:00","164.000","278.000","1.100","14.400","0.850","1002.200","","0.000","-99.000","-99.000","-99.000","22.200","","11.600",""
"C0R470","2020-02-03 00:00:00","103.000","17.000","1.200","16.200","0.690","1010.200","","0.000","-99.000","-99.000","-99.000","25.800","","14.200",""
"C0W120","2020-02-03 00:00:00","58.000","-99.000","-99.000","16.600","0.810","1015.500","","0.000","-99.000","-99.000","-99.000","18.400","","15.700",""
"C0V350","2020-02-03 00:00:00","36.000","267.000","0.900","13.400","0.920","1018.800","","0.000","-99.000","-99.000","-99.000","27.100","","9.300",""
"C0R700","2020-02-03 00:00:00","19.000","54.000","3.500","17.300","0.730","1019.900","","0.000","-99.000","-99.000","-99.000","23.700","","15.400",""
"C0R620","2020-02-03 00:00:00","34.000","77.000","1.200","20.600","0.660","1018.500","","0.000","-99.000","-99.000","-99.000","22.500","","17.300",""
"C0C660","2020-02-03 00:00:00","176.000","223.000","0.500","14.300","0.810","1002.400","","0.000","-99.000","-99.000","-99.000","19.600","","11.300",""
"C0SA10","2020-02-03 00:00:00","411.000","324.000","1.600","14.800","0.830","975.600","","0.000","-99.000","-99.000","-99.000","24.400","","10.900",""
"C0M740","2020-02-03 00:00:00","15.000","7.000","1.500","15.100","0.880","1019.400","","0.000","-99.000","-99.000","-99.000","22.700","","9.300",""
"C0K460","2020-02-03 00:00:00","60.000","352.000","3.100","15.600","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","22.000","","10.200",""
"C0X100","2020-02-03 00:00:00","10.000","359.000","2.200","17.200","0.820","1018.900","","0.000","-99.000","-99.000","-99.000","23.200","","12.900",""
"C0K560","2020-02-03 00:00:00","117.000","141.000","0.500","14.800","0.760","1008.800","","0.000","-99.000","-99.000","-99.000","23.500","","8.400",""
"C0R150","2020-02-03 00:00:00","105.000","108.000","2.500","17.600","0.480","1008.100","","0.000","-99.000","-99.000","-99.000","26.400","","14.400",""
"C0S690","2020-02-03 00:00:00","522.000","0.000","0.200","13.700","0.890","962.600","","-99.000","-99.000","-99.000","-99.000","21.100","","10.800",""
"C0U870","2020-02-03 00:00:00","474.000","0.000","0.100","13.800","0.780","969.100","","0.000","-99.000","-99.000","-99.000","16.900","","10.400",""
"C0A520","2020-02-03 00:00:00","48.000","0.000","0.000","15.600","0.840","1017.400","","0.000","-99.000","-99.000","-99.000","21.800","","13.200",""
"C0X130","2020-02-03 00:00:00","27.000","0.000","0.100","17.300","0.830","1018.100","","0.000","-99.000","-99.000","-99.000","24.200","","11.400",""
"C0V400","2020-02-03 00:00:00","56.000","71.000","2.000","15.300","0.880","1014.500","","0.000","-99.000","-99.000","-99.000","23.800","","11.800",""
"C0UA40","2020-02-03 00:00:00","1121.000","0.000","0.000","8.900","0.990","896.100","","0.000","-99.000","-99.000","-99.000","11.800","","6.100",""
"C0G720","2020-02-03 00:00:00","50.000","359.000","1.800","15.600","0.830","1015.900","","0.000","-99.000","-99.000","-99.000","21.800","","9.200",""
"C0G890","2020-02-03 00:00:00","24.000","26.000","2.200","16.300","0.900","1019.200","","0.000","-99.000","-99.000","-99.000","20.600","","10.400",""
"C0I540","2020-02-03 00:00:00","3344.000","-99.000","-99.000","-4.200","0.990","681.800","","-99.000","-99.000","-99.000","-99.000","1.200","","-6.200",""
"C0K390","2020-02-03 00:00:00","31.000","14.000","1.900","15.500","0.870","1018.400","","0.000","-99.000","-99.000","-99.000","22.300","","9.900",""
"C0T9A0","2020-02-03 00:00:00","498.000","209.000","0.400","13.600","0.840","965.700","","0.000","-99.000","-99.000","-99.000","18.200","","9.300",""
"C0X280","2020-02-03 00:00:00","22.000","36.000","2.500","15.600","0.860","1019.500","","0.000","-99.000","-99.000","-99.000","20.600","","10.900",""
"C0V620","2020-02-03 00:00:00","18.000","30.000","2.300","16.000","0.820","1019.500","","0.000","-99.000","-99.000","-99.000","22.600","","11.800",""
"C0H960","2020-02-03 00:00:00","120.000","44.000","0.400","16.100","0.910","1007.000","","0.000","-99.000","-99.000","-99.000","23.500","","9.300",""
"C0A560","2020-02-03 00:00:00","405.000","166.000","0.400","11.400","1.000","976.000","","0.000","-99.000","-99.000","-99.000","20.200","","6.600",""
"C0AH40","2020-02-03 00:00:00","426.000","357.000","1.000","14.600","0.870","971.900","","0.000","-99.000","-99.000","-99.000","18.700","","11.700",""
"C0M530","2020-02-03 00:00:00","1385.000","93.000","1.000","8.800","0.630","873.600","","0.000","-99.000","-99.000","-99.000","15.300","","4.300",""
"C0R170","2020-02-03 00:00:00","26.000","20.000","0.500","15.500","0.990","1018.800","","0.000","-99.000","-99.000","-99.000","26.500","","11.200",""
"CM0160","2020-02-03 00:00:00","159.000","141.000","0.600","14.600","0.760","1004.900","","0.000","-99.000","-99.000","-99.000","24.300","","8.600",""
"C0V500","2020-02-03 00:00:00","6.000","54.000","1.200","18.500","0.690","1019.100","","0.000","-99.000","-99.000","-99.000","23.200","","15.200",""
"C0SA30","2020-02-03 00:00:00","92.000","297.000","1.900","17.100","0.720","1012.800","","0.000","-99.000","-99.000","-99.000","20.900","","14.300",""
"C0U710","2020-02-03 00:00:00","1942.000","85.000","0.300","4.000","0.880","811.400","","0.000","-99.000","-99.000","-99.000","9.300","","0.900",""
"C0Z100","2020-02-03 00:00:00","36.000","258.000","0.400","15.500","0.900","1020.300","","0.000","-99.000","-99.000","-99.000","21.500","","10.200",""
"C0Z170","2020-02-03 00:00:00","199.000","260.000","0.500","15.400","0.890","1001.600","","0.000","-99.000","-99.000","-99.000","21.100","","9.800",""
"C0K430","2020-02-03 00:00:00","30.000","340.000","1.600","15.100","0.960","1019.500","","0.000","-99.000","-99.000","-99.000","21.500","","9.100",""
"C0S960","2020-02-03 00:00:00","32.000","287.000","5.500","17.800","0.740","1018.400","","0.000","-99.000","-99.000","-99.000","21.200","","14.600",""
"C0T9M0","2020-02-03 00:00:00","92.000","301.000","2.000","17.100","0.790","1014.000","","0.000","-99.000","-99.000","-99.000","22.700","","13.500",""
"C0AI00","2020-02-03 00:00:00","188.000","224.000","0.800","15.500","0.810","1001.500","","0.000","-99.000","-99.000","-99.000","22.500","","11.100",""
"C0AC40","2020-02-03 00:00:00","1079.000","0.000","0.200","9.100","0.700","899.400","","0.000","-99.000","-99.000","-99.000","13.100","","4.800",""
"C0F9M0","2020-02-03 00:00:00","230.000","23.000","0.700","15.000","0.740","995.300","","0.000","-99.000","-99.000","-99.000","21.000","","10.200",""
"C0A930","2020-02-03 00:00:00","216.000","295.000","1.400","14.500","0.840","995.900","","0.000","-99.000","-99.000","-99.000","17.200","","11.500",""
"C0A640","2020-02-03 00:00:00","241.000","0.000","0.000","13.000","0.920","996.700","","0.000","-99.000","-99.000","-99.000","21.500","","8.400",""
"C0T790","2020-02-03 00:00:00","2830.000","270.000","0.500","0.900","0.860","727.700","","0.000","-99.000","-99.000","-99.000","10.400","","-2.800",""
"C0M830","2020-02-03 00:00:00","540.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V750","2020-02-03 00:00:00","50.000","43.000","1.800","16.700","0.800","1016.800","","0.000","-99.000","-99.000","-99.000","24.100","","12.300",""
"C0K530","2020-02-03 00:00:00","12.000","30.000","2.700","16.900","0.860","1020.700","","0.000","-99.000","-99.000","-99.000","20.500","","10.400",""
"C0M780","2020-02-03 00:00:00","30.000","16.000","1.200","15.300","0.860","1018.700","","0.000","-99.000","-99.000","-99.000","23.400","","10.300",""
"C0K510","2020-02-03 00:00:00","10.000","7.000","2.300","15.700","0.840","1020.000","","0.000","-99.000","-99.000","-99.000","22.200","","10.200",""
"C0D650","2020-02-03 00:00:00","97.000","154.000","0.600","15.300","0.750","1011.500","","0.000","-99.000","-99.000","-99.000","19.400","","11.400",""
"C0V630","2020-02-03 00:00:00","19.000","16.000","1.500","16.700","0.800","1021.700","","0.000","-99.000","-99.000","-99.000","21.700","","12.100",""
"C0U910","2020-02-03 00:00:00","17.000","292.000","0.500","15.900","0.820","1021.200","","0.000","-99.000","-99.000","-99.000","19.400","","12.400",""
"C0U600","2020-02-03 00:00:00","10.000","285.000","0.300","15.900","0.880","1021.300","","0.000","-99.000","-99.000","-99.000","20.300","","11.700",""
"C0G820","2020-02-03 00:00:00","29.000","11.000","0.400","15.600","0.870","1019.400","","0.000","-99.000","-99.000","-99.000","23.500","","8.400",""
"C0A9E0","2020-02-03 00:00:00","26.000","8.000","1.100","16.600","0.770","1020.400","","0.000","-99.000","-99.000","-99.000","22.500","","13.400",""
